Nom de la commune adhérente,Somme de Tarif zone tarifaire 1,Somme de DPT de la commune,Somme de Code INSEE de la commune adhérente,Somme de Identifiant SISPEA de la commune adhérente
Baren,2.46,31,31046,12205
Beaumont-sur-Lèze,2.46,31,31052,12211
Bélesta-en-Lauragais,2.46,31,31060,12219
Beney-en-Woëvre,2.46,55,55046,21574
Benque-Dessous-et-Dessus,2.46,31,31064,12223
Bessières,2.46,31,31066,12225
Bezins-Garraux,2.46,31,31067,12226
Billière,2.46,31,31068,12227
Bondigoux,2.46,31,31073,12232
Bouloc,2.46,31,31079,12238
Bourg-d'Oueil,2.46,31,31081,12240
Boutx,2.46,31,31085,12244
Brielles,2.46,35,35042,14137
Brignemont,2.46,31,31090,12249
Buzet-sur-Tarn,2.46,31,31094,12253
Cadours,2.46,31,31098,12257
Caignac,2.46,31,31099,12258
Caraman,2.46,31,31106,12265
Carbonne,2.46,31,31107,12266
Carqueiranne,2.46,83,83034,34271
Castelnau-d'Estrétefonds,2.46,31,31118,12277
Caubiac,2.46,31,31126,12285
Caubous,2.46,31,31127,12286
Caujac,2.46,31,31128,12287
Cazarilh-Laspènes,2.46,31,31129,12288
Cazeaux-de-Larboust,2.46,31,31133,12292
Chargey-lès-Gray,2.46,70,70132,29119
Chaum,2.46,31,31139,12298
Chaveignes,2.46,37,37065,14761
Cier-de-Luchon,2.46,31,31142,12301
Cier-de-Rivière,2.46,31,31143,12302
Cierp-Gaud,2.46,31,31144,12303
Cintegabelle,2.46,31,31145,12304
Cirès,2.46,31,31146,12305
Cornillon,2.46,30,30096,11901
Cornillon-en-Trièves,2.46,38,38127,15094
Cox,2.46,31,31156,12314
Dampierre-lès-Conflans,2.46,70,70196,29179
Daux,2.46,31,31160,12318
Dourdain,2.46,35,35101,14193
Empeaux,2.46,31,31166,12324
Ercé-près-Liffré,2.46,35,35107,14199
Esperce,2.46,31,31173,12331
Essey-et-Maizerais,2.46,54,54182,21121
Esténos,2.46,31,31176,12334
Eup,2.46,31,31177,12335
Faux,2.46,24,24177,9093
Fère-Champenoise,2.46,51,51248,19858
Fonsorbes,2.46,31,31187,12345
Fontaine-lès-Luxeuil,2.46,70,70240,29220
Fontenilles,2.46,31,31188,12346
Fougeré,2.46,85,85093,34628
Fresnay-sur-Sarthe,2.46,72,72138,260573
Frontignan-de-Comminges,2.46,31,31200,12358
Gaillac-Toulza,2.46,31,31206,12364
Gardouch,2.46,31,31210,12368
Garin,2.46,31,31213,12371
Gémil,2.46,31,31216,12373
Givet,2.46,8,8190,2893
Gosné,2.46,35,35121,14213
Gouaux-de-Larboust,2.46,31,31221,12378
Gouaux-de-Luchon,2.46,31,31222,12379
Grenade,2.46,31,31232,12389
Grépiac,2.46,31,31233,12390
Guran,2.46,31,31235,12392
Ham-sur-Meuse,2.46,8,8207,2910
Hyères,2.46,83,83069,34306
Juzes,2.46,31,31243,12400
Juzet-de-Luchon,2.46,31,31244,12401
Juzet-d'Izaut,2.46,31,31245,12402
Juziers,2.46,78,78327,32492
L' Étang-la-Ville,2.46,78,78224,32446
La Bouëxière,2.46,35,35031,14127
La Chaize-le-Vicomte,2.46,85,85046,34586
La Falaise,2.46,78,78230,32448
La Magdelaine-sur-Tarn,2.46,31,31311,12467
La Salvetat-Saint-Gilles,2.46,31,31526,12682
Labarthe-Rivière,2.46,31,31247,12404
Labastide-Saint-Sernin,2.46,31,31252,12409
Labruyère-Dorsa,2.46,31,31256,12413
Lagrâce-Dieu,2.46,31,31264,12420
Landeronde,2.46,85,85118,34653
Laréole,2.46,31,31275,12431
Larra,2.46,31,31592,12748
Lasserre-Pradère,2.46,31,31277,247023
Launac,2.46,31,31281,12437
Lavelanet-de-Comminges,2.46,31,31286,12442
Layrac-sur-Tarn,2.46,31,31288,12444
Le Born,2.46,31,31077,12236
Le Burgaud,2.46,31,31093,12252
Le Cabanial,2.46,31,31097,12256
Le Cellier,2.46,44,44028,17289
Le Fousseret,2.46,31,31193,12351
Le Grès,2.46,31,31234,12391
Le Tablier,2.46,85,85285,34802
Lestelle-de-Saint-Martory,2.46,31,31296,12452
Lévignac,2.46,31,31297,12453
Liffré,2.46,35,35152,14244
Livré-sur-Changeon,2.46,35,35154,14246
Loubens-Lauragais,2.46,31,31304,12460
Mailleroncourt-Charette,2.46,70,70322,29297
Marignac,2.46,31,31316,12472
Marliac,2.46,31,31319,12475
Marquefave,2.46,31,31320,12476
Mauran,2.46,31,31327,12483
Mauressac,2.46,31,31330,12486
Mauzac,2.46,31,31334,12490
Mayrègne,2.46,31,31335,12491
Mazères-sur-Salat,2.46,31,31336,12492
Melles,2.46,31,31337,12493
Menville,2.46,31,31338,12494
Mézières-sur-Couesnon,2.46,35,35178,14270
Miremont,2.46,31,31345,12501
Mirepoix-sur-Tarn,2.46,31,31346,12502
Mondavezan,2.46,31,31349,12505
Montaigut-sur-Save,2.46,31,31356,12512
Montauban-de-Luchon,2.46,31,31360,12516
Montberon,2.46,31,31364,12520
Montesquieu-Lauragais,2.46,31,31374,12530
Montgeard,2.46,31,31380,12536
Mouilleron-le-Captif,2.46,85,85155,34688
Nesmy,2.46,85,85160,34693
Nézel,2.46,78,78451,32544
Ondes,2.46,31,31403,12559
Pechbonnieu,2.46,31,31410,12566
Pelleport,2.46,31,31413,12569
Plaisance-du-Touch,2.46,31,31424,12580
Portet-d'Aspet,2.46,31,31431,12587
Portet-de-Luchon,2.46,31,31432,12588
Poubeau,2.46,31,31434,12590
Poucharramet,2.46,31,31435,12591
Pouy-de-Touges,2.46,31,31436,12592
Puydaniel,2.46,31,31442,12598
Rieumes,2.46,31,31454,12610
Rives de l'Yon,2.46,85,85213,220346
Saccourvielle,2.46,31,31465,12621
Saiguède,2.46,31,31466,12622
Saint-Aubin-du-Cormier,2.46,35,35253,14343
Saint-Aventin,2.46,31,31470,12626
Saint-Béat-Lez,2.46,31,31471,260681
Saint-Bertrand-de-Comminges,2.46,31,31472,12628
Saint-Cézert,2.46,31,31473,12629
Sainte-Foy-de-Peyrolières,2.46,31,31481,12637
Saint-Élix-le-Château,2.46,31,31476,12632
Saint-Félix-Lauragais,2.46,31,31478,12634
Saint-Gaudens,2.46,31,31483,12639
Saint-Hippolyte-du-Fort,2.46,30,30263,12067
Saint-Julien-sur-Garonne,2.46,31,31492,12648
Saint-Lys,2.46,31,31499,12655
Saint-Marcel-Paulel,2.46,31,31501,12657
Saint-Ouen-de-Mimbré,2.46,72,72305,30409
Saint-Paul-sur-Save,2.46,31,31507,12663
Saint-Pierre-de-Lages,2.46,31,31512,12668
Salies-du-Salat,2.46,31,31523,12679
Salles-et-Pratviel,2.46,31,31524,12680
Sauveterre-de-Comminges,2.46,31,31535,12691
Sode,2.46,31,31549,12705
Soueich,2.46,31,31550,12706
Thonac,2.46,24,24552,9451
Thorigny,2.46,85,85291,34808
Toutens,2.46,31,31558,12714
Trébons-de-Luchon,2.46,31,31559,12715
Trébons-sur-la-Grasse,2.46,31,31560,12716
Vacquiers,2.46,31,31563,12719
Valcabrère,2.46,31,31564,12720
Valentine,2.46,31,31565,12721
Vallègue,2.46,31,31566,12722
Vaudreuille,2.46,31,31569,12725
Venansault,2.46,85,85300,34817
Villariès,2.46,31,31579,12735
Villaudric,2.46,31,31581,12737
Villefranche-de-Lauragais,2.46,31,31582,12738
Villematier,2.46,31,31583,12739
Villemur-sur-Tarn,2.46,31,31584,12740
Villenouvelle,2.46,31,31589,12745
Vinsobres,2.46,26,26377,10441
Abreschviller,2.45,57,57003,22297
Allier,2.45,65,65005,27103
Alteckendorf,2.45,67,67005,27803
Ampus,2.45,83,83003,34241
Apt,2.45,84,84003,34394
Arcy-sur-Cure,2.45,89,89015,35836
Assenoncourt,2.45,57,57035,22327
Auribeau,2.45,84,84006,34397
Azoudange,2.45,57,57044,22336
Barcelonnette,2.45,4,4019,1853
Barchain,2.45,57,57050,22342
Bazet,2.45,65,65072,27168
Beaune-la-Rolande,2.45,45,45030,17510
Bébing,2.45,57,57056,22348
Belles-Forêts,2.45,57,57086,22376
Berthelming,2.45,57,57066,22358
Bettborn,2.45,57,57071,22362
Bickenholtz,2.45,57,57080,22370
Breurey-lès-Faverney,2.45,70,70095,29086
Brouderdorff,2.45,57,57113,22402
Buhl-Lorraine,2.45,57,57119,22408
Buswiller,2.45,67,67068,27861
Caseneuve,2.45,84,84032,34423
Castellet-en-Luberon,2.45,84,84033,34424
Céreste-en-Luberon,2.45,4,4045,1876
Chabris,2.45,36,36034,14484
Champrond-en-Perchet,2.45,28,28072,11191
Cléron,2.45,25,25155,9626
Corbenay,2.45,70,70171,29156
Desseling,2.45,57,57173,22458
Diane-Capelle,2.45,57,57175,22460
Dolving,2.45,57,57180,22465
Enchastrayes,2.45,4,4073,1898
Ettendorf,2.45,67,67135,27927
Faucon-de-Barcelonnette,2.45,4,4086,1907
Fénétrange,2.45,57,57210,22494
Fleisheim,2.45,57,57216,22500
Foulcrey,2.45,57,57229,22512
Fraquelfing,2.45,57,57233,22516
Fribourg,2.45,57,57241,22524
Gardères,2.45,65,65185,27280
Gargas,2.45,84,84047,34438
Gondrexange,2.45,57,57253,22535
Gosselming,2.45,57,57255,22537
Goult,2.45,84,84051,34442
Guermange,2.45,57,57272,22554
Guyencourt,2.45,2,2364,1060
Hagetmau,2.45,40,40119,16169
Harreberg,2.45,57,57298,22578
Hartzviller,2.45,57,57299,22579
Hattigny,2.45,57,57302,22582
Haut-Clocher,2.45,57,57304,22584
Hellering-lès-Fénétrange,2.45,57,57310,22590
Héming,2.45,57,57314,22594
Hermelange,2.45,57,57318,22598
Hertzing,2.45,57,57320,22600
Hesse,2.45,57,57321,22601
Hilbesheim,2.45,57,57324,22604
Hochstett,2.45,67,67203,27990
Hommarting,2.45,57,57333,22612
Hommert,2.45,57,57334,22613
Horgues,2.45,65,65223,27318
Houdelmont,2.45,54,54264,21203
Ibigny,2.45,57,57342,22621
Imling,2.45,57,57344,22623
Jausiers,2.45,4,4096,1916
Joucas,2.45,84,84057,34448
Kerprich-aux-Bois,2.45,57,57362,22641
La Condamine-Châtelard,2.45,4,4062,1889
La Rochebeaucourt-et-Argentine,2.45,24,24353,9260
Lafrimbolle,2.45,57,57374,22651
Lagarde-d'Apt,2.45,84,84060,34451
Landange,2.45,57,57377,22654
Laneuveville-lès-Lorquin,2.45,57,57380,22656
Langatte,2.45,57,57382,22658
Languimberg,2.45,57,57383,22659
Le Lauzet-Ubaye,2.45,4,4102,1921
Les Hermites,2.45,37,37116,14812
Les Thuiles,2.45,4,4220,2022
Lioux,2.45,84,84066,34457
Loriol-sur-Drôme,2.45,26,26166,10235
Lorquin,2.45,57,57414,22689
Ménestreau-en-Villette,2.45,45,45200,17672
Méolans-Revel,2.45,4,4161,1970
Métairies-Saint-Quirin,2.45,57,57461,22731
Minversheim,2.45,67,67293,28073
Mittersheim,2.45,57,57469,22739
Mommenheim,2.45,67,67301,28080
Montauban-de-Bretagne,2.45,35,35184,260373
Murs,2.45,84,84085,34476
Neufmoulins,2.45,57,57500,22770
Niderhoff,2.45,57,57504,22773
Niderviller,2.45,57,57505,22774
Niederstinzel,2.45,57,57506,22775
Nitting,2.45,57,57509,22778
Nogent-le-Rotrou,2.45,28,28280,11387
Oberstinzel,2.45,57,57518,22787
Odos,2.45,65,65331,27423
Orleix,2.45,65,65340,27432
Plaine-de-Walsch,2.45,57,57544,22812
Postroff,2.45,57,57551,22819
Réchicourt-le-Château,2.45,57,57564,22832
Réding,2.45,57,57566,22834
Rhodes,2.45,57,57579,22847
Richeval,2.45,57,57583,22851
Rillé,2.45,37,37198,14893
Ringendorf,2.45,67,67403,28173
Romelfing,2.45,57,57592,22860
Rustrel,2.45,84,84103,34494
Saignon,2.45,84,84105,34496
Saint-Jean-de-Bassel,2.45,57,57613,22880
Saint-Jean-Pierre-Fixte,2.45,28,28342,11446
Saint-Laurent-en-Gâtines,2.45,37,37224,14918
Saint-Martin-de-Castillon,2.45,84,84112,34503
Saint-Pantaléon,2.45,84,84114,34505
Saint-Paul-sur-Ubaye,2.45,4,4193,1999
Saint-Quirin,2.45,57,57623,22890
Saint-Saturnin-lès-Apt,2.45,84,84118,34509
Sarraltroff,2.45,57,57629,22896
Sarrebourg,2.45,57,57630,22897
Schalbach,2.45,57,57635,22901
Schneckenbusch,2.45,57,57637,22903
Sivergues,2.45,84,84128,34519
Troisfontaines,2.45,57,57680,22945
Turquestein-Blancrupt,2.45,57,57682,22947
Uvernet-Fours,2.45,4,4226,2025
Val d'Oronaye,2.45,4,4120,220258
Vasperviller,2.45,57,57697,22961
Veckersviller,2.45,57,57703,22966
Viens,2.45,84,84144,34535
Vieux-Lixheim,2.45,57,57713,22975
Voyer,2.45,57,57734,22995
Wahlenheim,2.45,67,67510,28278
Walscheid,2.45,57,57742,23002
Wittersheim,2.45,67,67546,28312
Xouaxange,2.45,57,57756,23015
Agassac,2.44,31,31001,12161
Alan,2.44,31,31005,12165
Albussac,2.44,19,19004,6944
Alby-sur-Chéran,2.44,74,74002,30795
Aléria,2.44,,,7355
Alex,2.44,74,74003,30796
Allèves,2.44,74,74004,30797
Ambax,2.44,31,31007,12167
Anan,2.44,31,31008,12168
Anla,2.44,65,65012,27109
Annecy,2.44,74,74010,220916
Antichan,2.44,65,65014,27111
Argonay,2.44,74,74019,30811
Arles,2.44,13,13004,4693
Arnaud-Guilhem,2.44,31,31018,12177
Artas,2.44,38,38015,14988
Auradé,2.44,32,32016,12763
Aurignac,2.44,31,31028,12187
Aurimont,2.44,32,32018,12765
Ausson,2.44,31,31031,12190
Auzas,2.44,31,31034,12193
Aveux,2.44,65,65053,27149
Bagiry,2.44,31,31041,12200
Balesta,2.44,31,31043,12202
Barbentane,2.44,13,13010,4699
Bazordan,2.44,65,65074,27170
Beauchalot,2.44,31,31050,12209
Beauvoir-de-Marc,2.44,38,38035,15008
Benque,2.44,31,31063,12222
Bertren,2.44,65,65087,27183
Betcave-Aguin,2.44,32,32048,12795
Betz,2.44,60,60069,24057
Bézéril,2.44,32,32051,12798
Bioncourt,2.44,57,57084,22374
Blajan,2.44,31,31070,12229
Bluffy,2.44,74,74036,30826
Boissède,2.44,31,31072,12231
Bordes-de-Rivière,2.44,31,31076,12235
Bossieu,2.44,38,38049,15022
Boudrac,2.44,31,31078,12237
Boulogne-sur-Gesse,2.44,31,31080,12239
Boussens,2.44,31,31084,12243
Bouzin,2.44,31,31086,12245
Bramevaque,2.44,65,65109,27205
Bressieux,2.44,38,38056,15029
Brézins,2.44,38,38058,15031
Cadeillan,2.44,32,32069,12816
Cardeilhac,2.44,31,31108,12267
Cassagnabère-Tournas,2.44,31,31109,12268
Castelgaillard,2.44,31,31115,12274
Castéra-Vignoles,2.44,31,31121,12280
Castillon-de-Saint-Martory,2.44,31,31124,12283
Castillon-Savès,2.44,32,32090,12837
Cazac,2.44,31,31593,12749
Cazarilh,2.44,65,65139,27235
Cazaril-Tambourès,2.44,31,31130,12289
Cazaux-Savès,2.44,32,32098,12845
Cazeneuve-Montaut,2.44,31,31134,12293
Chainaz-les-Frasses,2.44,74,74054,30842
Champier,2.44,38,38069,15042
Chapeiry,2.44,74,74061,30849
Chardonnay,2.44,71,71100,29637
Charlas,2.44,31,31138,12297
Charvonnex,2.44,74,74062,30850
Châtonnay,2.44,38,38094,15065
Chavanod,2.44,74,74067,30855
Chevaline,2.44,74,74072,30860
Choisy,2.44,74,74076,30864
Ciadoux,2.44,31,31141,12300
Clarac,2.44,31,31147,12306
Clermont-Savès,2.44,32,32105,12852
Commentry,2.44,3,3082,1602
Coueilles,2.44,31,31152,12311
Couffé,2.44,44,44048,17308
Créchets,2.44,65,65154,27249
Cuges-les-Pins,2.44,13,13030,4719
Cuguron,2.44,31,31158,12316
Culin,2.44,38,38141,15108
Cusy,2.44,74,74097,30884
Doussard,2.44,74,74104,30891
Duingt,2.44,74,74108,30895
Endoufielle,2.44,32,32121,12868
Entrevernes,2.44,74,74111,30898
Eoux,2.44,31,31168,12326
Epagny Metz-Tessy,2.44,74,74112,220537
Esbareich,2.44,65,65158,27253
Escanecrabe,2.44,31,31170,12328
Espaon,2.44,32,32124,12871
Estancarbon,2.44,31,31175,12333
Faget-Abbatial,2.44,32,32130,12877
Faramans,2.44,38,38161,15126
Faverges-Seythenex,2.44,74,74123,220520
Ferrère,2.44,65,65175,27270
Fillière,2.44,74,74282,220888
Francon,2.44,31,31196,12354
Franquevielle,2.44,31,31197,12355
Frégouville,2.44,32,32134,12881
Frontignan-Savès,2.44,31,31201,12359
Garravet,2.44,32,32138,12884
Gaudent,2.44,65,65186,27281
Gaujan,2.44,32,32141,12887
Gembrie,2.44,65,65193,27288
Gensac-de-Boulogne,2.44,31,31218,12375
Giez,2.44,74,74135,30918
Gillonnay,2.44,38,38180,15142
Gimont,2.44,32,32147,12893
Goudex,2.44,31,31223,12380
Gourdan-Polignan,2.44,31,31224,12381
Groisy,2.44,74,74137,30920
Gruffy,2.44,74,74138,30921
Héry-sur-Alby,2.44,74,74142,30925
Ilheu,2.44,65,65229,27323
Ingrandes-Le Fresne sur Loire,2.44,49,49160,220561
Izaourt,2.44,65,65230,27324
Joué-du-Bois,2.44,61,61209,24886
Joué-sur-Erdre,2.44,44,44077,17337
L' Isle-en-Dodon,2.44,31,31239,12396
La Balme-de-Sillingy,2.44,74,74026,30817
La Chapelle-Saint-Maurice,2.44,74,74060,30848
La Côte-Saint-André,2.44,38,38130,15097
La Forteresse,2.44,38,38171,15134
La Frette,2.44,38,38174,15137
Labarthe-Inard,2.44,31,31246,12403
Labastide-Paumès,2.44,31,31251,12408
Labastide-Savès,2.44,32,32171,12917
Labroquère,2.44,31,31255,12412
Laffite-Toupière,2.44,31,31260,12416
Lahas,2.44,32,32182,12927
Lalouret-Laffiteau,2.44,31,31268,12424
Lamaguère,2.44,32,32186,12931
Larcan,2.44,31,31274,12430
Lartigue,2.44,32,32198,12943
Lathuile,2.44,74,74147,30930
Latoue,2.44,31,31278,12434
Laymont,2.44,32,32206,12951
Le Cuing,2.44,31,31159,12317
Le Fréchet,2.44,31,31198,12356
Lécussan,2.44,31,31289,12445
Lentiol,2.44,38,38209,15168
Les Tourreilles,2.44,31,31556,12712
Leschaux,2.44,74,74148,30931
Lescuns,2.44,31,31292,12448
Lespugue,2.44,31,31295,12451
Lias,2.44,32,32210,12955
Lieudieu,2.44,38,38211,15170
Lilhac,2.44,31,31301,12457
Lodes,2.44,31,31302,12458
Lombez,2.44,32,32213,12958
Lomont-sur-Crête,2.44,25,25341,9799
Longechenal,2.44,38,38213,15172
Loudet,2.44,31,31305,12461
Loures-Barousse,2.44,65,65287,27380
Lovagny,2.44,74,74152,30934
Maizières-la-Grande-Paroisse,2.44,10,10220,3729
Mancioux,2.44,31,31314,12470
Marcilloles,2.44,38,38218,15177
Marcollin,2.44,38,38219,15178
Marestaing,2.44,32,32234,12979
Marignac-Laspeyres,2.44,31,31318,12474
Marigny-Le-Lozon,2.44,50,50292,220511
Marnans,2.44,38,38221,15179
Martisserre,2.44,31,31322,12478
Martres-Tolosane,2.44,31,31324,12480
Mauléon-Barousse,2.44,65,65305,27397
Mazères-de-Neste,2.44,65,65307,27399
Mecé,2.44,35,35170,14262
Menthon-Saint-Bernard,2.44,74,74176,30958
Mésigny,2.44,74,74179,30961
Meyrieu-les-Étangs,2.44,38,38231,15188
Mézières-en-Brenne,2.44,36,36123,14572
Molas,2.44,31,31347,12503
Monblanc,2.44,32,32261,13005
Mondilhan,2.44,31,31350,12506
Monferran-Savès,2.44,32,32268,13012
Mongausy,2.44,32,32270,13014
Montadet,2.44,32,32276,13020
Montagny-les-Lanches,2.44,74,74186,30968
Montamat,2.44,32,32277,13021
Montbernard,2.44,31,31363,12519
Mont-de-Galié,2.44,31,31369,12525
Montégut-Savès,2.44,32,32284,13028
Montesquieu-Guittaut,2.44,31,31373,12529
Montfalcon,2.44,38,38255,15209
Montgaillard-sur-Save,2.44,31,31378,12534
Montmaurin,2.44,31,31385,12541
Montrelais,2.44,44,44104,17364
Mottier,2.44,38,38267,15221
Mouzeil,2.44,44,44107,17367
Mûres,2.44,74,74194,30976
Nâves-Parmelan,2.44,74,74198,30980
Nénigan,2.44,31,31397,12553
Nizan-Gesse,2.44,31,31398,12554
Noilhan,2.44,32,32297,13041
Nonglard,2.44,74,74202,30984
Ornacieux-Balbins,2.44,38,38284,260521
Oudon,2.44,44,44115,17375
Ourde,2.44,65,65347,27439
Pajay,2.44,38,38291,15245
Pannecé,2.44,44,44118,17378
Pébées,2.44,32,32308,13052
Péguilhan,2.44,31,31412,220929
Pellefigue,2.44,32,32309,13053
Penol,2.44,38,38300,15254
Peyrissas,2.44,31,31414,12570
Peyrouzet,2.44,31,31415,12571
Plan,2.44,38,38308,15262
Poisy,2.44,74,74213,30994
Polastron,2.44,32,32321,13065
Pompiac,2.44,32,32322,13066
Ponlat-Taillebourg,2.44,31,31430,12586
Pont-l'Évêque,2.44,14,14514,260543
Porte-des-Bonnevaux,2.44,38,38479,260427
Pouillé-les-Côteaux,2.44,44,44134,17394
Pouy,2.44,65,65368,27459
Proupiary,2.44,31,31440,12596
Pujaudran,2.44,32,32334,13078
Puylausic,2.44,32,32336,13080
Puymaurin,2.44,31,31443,12599
Quintal,2.44,74,74219,30999
Razengues,2.44,32,32339,13083
Remilly Les Marais,2.44,50,50431,220856
Riaillé,2.44,44,44144,17404
Riolas,2.44,31,31456,12612
Romilly-sur-Seine,2.44,10,10323,3828
Roquefort-sur-Garonne,2.44,31,31457,12613
Royas,2.44,38,38346,15299
Roybon,2.44,38,38347,15300
Sabaillan,2.44,32,32353,13097
Sacoué,2.44,65,65382,27473
Saint-Agnin-sur-Bion,2.44,38,38351,15304
Saint-Clair-sur-Galaure,2.44,38,38379,15331
Sainte-Anne-sur-Gervonde,2.44,38,38358,15311
Saint-Élix-d'Astarac,2.44,32,32374,13118
Saint-Étienne-de-Chomeil,2.44,15,15185,5693
Saint-Étienne-de-Saint-Geoirs,2.44,38,38384,15336
Saint-Eustache,2.44,74,74232,31010
Saint-Ferréol,2.44,74,74234,31012
Saint-Ferréol-de-Comminges,2.44,31,31479,12635
Saint-Frajou,2.44,31,31482,12638
Saint-Geoirs,2.44,38,38387,15338
Saint-Hilaire-de-la-Côte,2.44,38,38393,15344
Saint-Ignan,2.44,31,31487,12643
Saint-Jean-de-Bournay,2.44,38,38399,15350
Saint-Jorioz,2.44,74,74242,31020
Saint-Julien-de-Lampon,2.44,24,24432,9336
Saint-Lary-Boujean,2.44,31,31493,12649
Saint-Lizier-du-Planté,2.44,32,32386,13130
Saint-Loube,2.44,32,32387,13131
Saint-Loup-en-Comminges,2.44,31,31498,12654
Saint-Marcet,2.44,31,31502,12658
Saint-Martory,2.44,31,31503,12659
Saint-Michel-de-Saint-Geoirs,2.44,38,38427,15377
Saint-Michel-en-Brenne,2.44,36,36204,14653
Saint-Paul-d'Izeaux,2.44,38,38437,15387
Saint-Pé-d'Ardet,2.44,31,31509,12665
Saint-Pé-Delbosc,2.44,31,31510,12666
Saint-Pierre-de-Bressieux,2.44,38,38440,15390
Saint-Plancard,2.44,31,31513,12669
Saint-Siméon-de-Bressieux,2.44,38,38457,15405
Saint-Soulan,2.44,32,32407,13151
Saléchan,2.44,65,65398,27489
Salerm,2.44,31,31522,12678
Sallenôves,2.44,74,74257,31031
Saman,2.44,31,31528,12684
Samatan,2.44,32,32410,13154
Samouillan,2.44,31,31529,12685
Samuran,2.44,65,65402,27493
Sana,2.44,31,31530,12686
Sardieu,2.44,38,38473,15420
Sarp,2.44,65,65407,27498
Sarrecave,2.44,31,31531,12687
Sarremezan,2.44,31,31532,12688
Sauvimont,2.44,32,32420,13164
Saux-et-Pomarède,2.44,31,31536,12692
Savarthès,2.44,31,31537,12693
Savas-Mépin,2.44,38,38476,15423
Savignac-Mona,2.44,32,32421,13165
Sédeilhac,2.44,31,31539,12695
Seilhan,2.44,31,31542,12698
Seillans,2.44,83,83124,34361
Sémézies-Cachan,2.44,32,32428,13172
Sénarens,2.44,31,31543,12699
Sepx,2.44,31,31545,12701
Sevrier,2.44,74,74267,31041
Seysses-Savès,2.44,32,32432,13176
Sillans,2.44,38,38490,15435
Sillingy,2.44,74,74272,31046
Simorre,2.44,32,32433,13177
Siradan,2.44,65,65427,27518
Sost,2.44,65,65431,27522
Talloires-Montmin,2.44,74,74275,220488
Teillé,2.44,44,44202,17460
Terrebasse,2.44,31,31552,12708
Thèbe,2.44,65,65441,27531
Thèreval,2.44,50,50239,220352
Thermes-Magnoac,2.44,65,65442,27532
Thodure,2.44,38,38505,15447
Tibiran-Jaunac,2.44,65,65444,27534
Tournan,2.44,32,32451,13195
Tramolé,2.44,38,38512,15452
Trans-sur-Erdre,2.44,44,44207,17465
Troubat,2.44,65,65453,27543
Val de Chaise,2.44,74,74167,220472
Vallons-de-l'Erdre,2.44,44,44180,247028
Veyrier-du-Lac,2.44,74,74299,31072
Villaz,2.44,74,74303,31075
Villefranche-d'Astarac,2.44,32,32465,13209
Villeneuve-de-Marc,2.44,38,38555,15495
Villeneuve-de-Rivière,2.44,31,31585,12741
Villeneuve-Lécussan,2.44,31,31586,12742
Viriville,2.44,38,38561,15501
Viuz-la-Chiésaz,2.44,74,74310,31082
Alboussière,2.43,7,7007,2387
Allevard,2.43,38,38006,14980
Amayé-sur-Orne,2.43,14,14006,4814
Ancenis-Saint-Géréon,2.43,44,44003,260435
Avenay,2.43,14,14034,4839
Baron-sur-Odon,2.43,14,14042,4847
Barraux,2.43,38,38027,15000
Bernin,2.43,38,38039,15012
Biblisheim,2.43,67,67037,27832
Biviers,2.43,38,38045,15018
Boffres,2.43,7,7035,2414
Bollène,2.43,84,84019,34410
Bonningues-lès-Calais,2.43,62,62156,25339
Bouillante,2.43,971,97106,36888
Bretonvillers,2.43,25,25095,9570
Brouzet-lès-Alès,2.43,30,30055,11862
Castelnau-Valence,2.43,30,30072,11878
Champis,2.43,7,7052,2429
Charmes-sur-Rhône,2.43,7,7055,2432
Cornas,2.43,7,7070,2446
Coublanc,2.43,123,123293,50043
Crêts en Belledonne,2.43,38,38439,220106
Crèvecoeur-en-Brie,2.43,77,77144,31992
Cruviers-Lascours,2.43,30,30100,11905
Dangu,2.43,27,27199,10638
Dieffenbach-lès-Woerth,2.43,67,67093,27886
Dieulefit,2.43,26,26114,10187
Douvrin,2.43,62,62276,25458
Durrenbach,2.43,67,67110,27903
Érize-Saint-Dizier,2.43,55,55178,21686
Escalles,2.43,62,62307,25487
Eschbach,2.43,67,67132,27924
Esquay-Notre-Dame,2.43,14,14249,5039
Euzet,2.43,30,30109,11914
Évrecy,2.43,14,14257,5047
Fontaine-Étoupefour,2.43,14,14274,5061
Fontenay-le-Marmion,2.43,14,14277,5064
Forstheim,2.43,67,67141,27933
Fréthun,2.43,62,62360,25540
Froeschwiller,2.43,67,67147,27939
Goersdorf,2.43,67,67160,27951
Goncelin,2.43,38,38181,15143
Gonfaron,2.43,83,83067,34304
Grainville-sur-Odon,2.43,14,14311,5097
Guilherand-Granges,2.43,7,7102,2478
Guipel,2.43,35,35128,14220
Gunstett,2.43,67,67177,27965
Hames-Boucres,2.43,62,62408,25587
Hegeney,2.43,67,67186,27974
Hurtières,2.43,38,38192,15154
Keskastel,2.43,67,67234,28018
Kutzenhausen,2.43,67,67254,28036
La Bégude-de-Mazenc,2.43,26,26045,10120
La Buissière,2.43,38,38062,15035
La Chapelle-du-Bard,2.43,38,38078,15051
La Combe-de-Lancey,2.43,38,38120,15089
La Flachère,2.43,38,38166,15130
La Houssaye-en-Brie,2.43,77,77229,32074
La Terrasse,2.43,38,38503,15445
La Vernarède,2.43,30,30345,12149
Laize-Clinchamps,2.43,14,14349,220847
Lampertsloch,2.43,67,67257,28039
